AQS Code  Sort by AQS Code descending,CAMS,TCEQ Region,Reg#,Site Name,Street Address,City,ZIP,Latitude,Longitude,Elevation,UTM Zone,UTM Letter,Easting Meters,Northing Meters,Params,Activation Date,Deactivation Date,Owned By
482011039,"0035, 0139, 0235, 1001, 3000 ",HOUSTON,12,Houston Deer Park #2,4514 1/2 Durant St,Deer Park,,29.670025,-95.1285077,6.0m,15,R,307085,3320469,434,22-Oct-96,Active,TCEQ
482011042,309,HOUSTON,12,Kingwood,3603 1/2 West Lake Houston Pkwy,Houston,,30.0584604,-95.1897514,,15,R,307085,3320469,2,15-Feb-01,Active,City of Houston Health Department
482011043,243,HOUSTON,12,La Porte Airport C243,La Porte Airport 2434 Buchanan Street,La Porte,77571,29.672,-95.0647,5.0m,15,R,307085,3320469,7,9-Jun-05,Active,TCEQ
482011049,1049,HOUSTON,12,Pasadena North,702 Light Co Service Road,Pasadena,77506,29.716611,-95.2224669,,15,R,307085,3320469,179,1-Jul-08,Active,TCEQ
482011050,45,HOUSTON,12,Seabrook Friendship Park,4522 Park Rd,Seabrook,,29.5830473,-95.0155437,0m,15,R,307085,3320469,13,29-Jul-01,Active,TCEQ
482011066,1066,HOUSTON,12,Houston Southwest Freeway,5617 Westward Avenue,Houston,77081,29.7216,-95.49265,13.0m,15,R,307085,3320469,9,22-Jan-14,Active,TCEQ
482016000,"0175, 1020 ",HOUSTON,12,Cesar Chavez,4829 A Galveston Rd,Houston,77017,29.6843603,-95.2535982,,15,R,307085,3320469,54,11-Mar-04,Active,TCEQ
482030002,85,TYLER,5,Karnack,Hwy 134 & Spur 449,Karnack,,32.6689873,-94.1674569,,15,S,406582,3651731,203,30-Jun-01,Active,TCEQ
482090614,614,AUSTIN,11,Dripping Springs School,29400 Ranch Road 12,Dripping Springs,78620,30.2146162,-98.0833473,,14,R,596450,3319206,10,11-Mar-03,Active,Capitol Area Council of Governments
482091675,1675,AUSTIN,11,CAPCOG San Marcos Staples Road,599 Staples Road,San Marcos,78666,29.862281,-97.928856,183.0m,14,R,596450,3319206,6,20-Sep-11,Active,Capitol Area Council of Governments
482150043,"0043, 0143 ",HARLINGEN,15,Mission,2300 North Glasscock,Mission,,26.2262097,-98.291069,37.0m,14,R,600081,2876067,117,1-Jul-95,Active,TCEQ
482210001,"0073, 0681 ",DALLAS/FORT WORTH,4,Granbury,200 N Gordon Street,Granbury,,32.4423044,-97.8035291,226.0m,14,S,594457,3540873,8,9-May-00,Active,TCEQ
482311006,"0198, 1006 ",DALLAS/FORT WORTH,4,Greenville,824 Sayle Street,Greenville,,33.1530882,-96.1155717,,15,S,219700,3655286,95,20-Mar-03,Active,TCEQ
482450009,"0002, 0112, 2002 ",BEAUMONT,10,Beaumont Downtown,1086 Vermont Avenue,Beaumont,,30.0364221,-94.0710606,,15,R,403550,3319206,144,1-Jan-80,Active,TCEQ
482450011,"0028, 0128, 0228 ",BEAUMONT,10,Port Arthur West,623 Ellias Street,Port Arthur,77640,29.8975163,-93.9910842,,15,R,403550,3319206,177,1-Jan-81,Active,TCEQ
482450014,119,BEAUMONT,10,Groves,3355 Grandview Ave & 32nd St,Port Neches,,29.9611242,-93.895928,,15,R,403550,3319206,90,1-Sep-93,Active,TCEQ
482450017,136,BEAUMONT,10,Port Neches Avenue L,605 Avenue L,Port Neches,77651,29.9825311,-93.9528657,,15,R,403550,3319206,90,25-Jul-94,Active,TCEQ
482450018,"1019, 2001 ",BEAUMONT,10,Jefferson County Airport,End of 90th Street @ Jefferson County Airport,Port Arthur,,29.9427981,-94.00077,,15,R,403550,3319206,91,1-Oct-94,Active,TCEQ
482450019,"0131, 2000 ",BEAUMONT,10,City Service Center / PA,201 H O Mills Blvd,Port Arthur,,29.8938491,-93.9792618,,15,R,403550,3319206,90,9-May-97,Active,TCEQ
482450021,"0303, 0689 ",BEAUMONT,10,Port Arthur Memorial School,2200 Jefferson Drive,Port Arthur,,29.9228943,-93.9090184,0m,15,R,403550,3319206,5,6-Mar-00,Active,South East Texas Regional Planning Commission
482450022,"0064, 0654 ",BEAUMONT,10,Hamshire,12552 Second St,Hamshire,,29.8639574,-94.3178017,,15,R,403550,3319206,12,10-Feb-00,Active,TCEQ
482450101,"0640, 1654 ",BEAUMONT,10,SETRPC 40 Sabine Pass,5200 Mechanic,Sabine Pass,77655,29.7279314,-93.8940805,,15,R,403550,3319206,12,1-Jan-00,Active,South East Texas Regional Planning Commission
482450102,643,BEAUMONT,10,SETRPC 43 Jefferson Co Airport,Jefferson County Airport,Port Arthur,,29.9427514,-94.0006841,,15,R,403550,3319206,11,5-Aug-08,Active,South East Texas Regional Planning Commission
482450628,"0628, 1628, 628 ",BEAUMONT,10,SETRPC Port Arthur,Unavailable,Port Arthur,,29.867756,-93.951163,,15,R,403550,3319206,10,5-Oct-04,Active,South East Texas Regional Planning Commission
482451035,1035,BEAUMONT,10,Nederland High School,1800 N. 18th Street,Nederland,77627,29.9789255,-94.0108717,,15,R,403550,3319206,64,30-Aug-06,Active,TCEQ
482451050,1050,BEAUMONT,10,Beaumont Mary,414 Mary Street,Beaumont,,30.0671163,-94.0909236,,15,R,403550,3319206,93,13-Oct-10,Active,TCEQ
482510003,"0077, 0682 ",DALLAS/FORT WORTH,4,Cleburne Airport,1650 Airport Drive,Cleburne,,32.3535945,-97.4367419,250.0m,14,S,688928,3542183,8,10-May-00,Active,TCEQ
482511008,1008,DALLAS/FORT WORTH,4,Johnson County Luisa,2420 Luisa Ln,Alvarado,76009,32.469701,-97.169271,209.0m,14,S,688928,3542183,90,23-Nov-10,Active,TCEQ
482511063,1063,DALLAS/FORT WORTH,4,Mansfield Flying L Lane,1310 Flying L Lane,Mansfield,76063,32.5418,-97.1175,,14,S,686847,3653064,57,1-Oct-12,Active,North Texas Commission
482511501,1501,DALLAS/FORT WORTH,4,Godley FM2331,12404 FM2331,Godley,76044,32.481821,-97.526759,,14,S,594457,3540873,57,13-Jul-13,Active,North Texas Commission
482570005,71,DALLAS/FORT WORTH,4,Kaufman,3790 S Houston St,Kaufman,,32.5649684,-96.3176873,128.0m,15,S,219700,3655286,15,11-Sep-00,Active,TCEQ
482570020,,DALLAS/FORT WORTH,4,Terrell Temtex,2988 Temtex Blvd,Terrell,75160,32.731919,-96.317911,150.0m,15,S,219700,3655286,3,22-Dec-10,Active,TCEQ
482730314,314,CORPUS CHRISTI,14,National Seashore,20420 Park Road,Corpus Christi,189,27.4269813,-97.2986922,0m,14,R,698454,2988008,7,25-Oct-02,Active,TCEQ
482910699,699,HOUSTON,12,UH West Liberty,91 Weldon Texaco Road CR 615/610 N,Dayton,77535,30.0583,-94.9781,24.0m,15,R,307085,3320469,11,31-Mar-10,Active,University of Houston
483030325,325,LUBBOCK,2,Lubbock-PM25,1502 Mac Davis Drive,Lubbock,,33.5907784,-101.8504183,,14,S,222909,3766215,7,20-Aug-08,Active,TCEQ
483091037,1037,WACO,9,Waco Mazanec,4472 Mazanec Rd,Elm Mott,,31.6530743,-97.0706982,143.0m,14,S,688928,3542183,14,16-Apr-07,Active,TCEQ
483095010,5010,WACO,9,Waco KACT,Waco Regional Airport,Waco,,31.611389,-97.230556,152.0m,14,S,688928,3542183,13,2-Sep-05,Active,National Weather Service
483230004,"0319, 0655 ",LAREDO,16,Eagle Pass,265 Foster Maldonado,Eagle Pass,78852,28.704607,-100.4511555,,14,R,402597,3208398,8,1-Jun-05,Active,TCEQ
483371507,1507,ABILENE,3,Bowie Patterson Street,1032 Patterson Street,Bowie,76230,33.55896,-97.829658,,14,S,592350,3762607,93,31-Oct-13,Active,North Texas Commission
483390078,78,HOUSTON,12,Conroe Relocated,9472A Hwy 1484,Conroe,,30.3503017,-95.4251278,,15,R,307085,3320469,12,1-Oct-01,Active,TCEQ
483390698,698,HOUSTON,12,UH WG Jones Forest,5203 Magnolia Parkway FM 1488,Conroe,77384,30.2362,-95.4832,56.0m,15,R,307085,3320469,11,31-Mar-10,Active,University of Houston
483395006,5006,HOUSTON,12,Conroe Airport KCXO,Montgomery County Airport,Conroe,,30.356667,-95.413889,61.0m,15,R,307085,3320469,13,22-Jan-03,Active,National Weather Service
483491051,1051,DALLAS/FORT WORTH,4,Corsicana Airport,Corsicana Airport,Corsicana,,32.0319335,-96.3991408,128.0m,15,S,216577,3544370,14,16-Jun-09,Active,TCEQ
483495014,5014,DALLAS/FORT WORTH,4,Corsicana KCRS,C David Campbell Field-Corsicana Municipal Airport,Corsicana,,32.028056,-96.400556,128.0m,15,S,216577,3544370,13,1-Aug-05,Active,National Weather Service
483550025,4,CORPUS CHRISTI,14,Corpus Christi West,Corpus Christi State School (Airport Rd) 902 AIRPORT BLVD,Corpus Christi,,27.7653399,-97.4342619,,14,R,696668,3098814,9,1-Jan-81,Active,TCEQ
483550026,21,CORPUS CHRISTI,14,Corpus Christi Tuloso,9860 La Branch,Corpus Christi,,27.8324089,-97.5553798,,14,R,598325,3097605,8,1-Jan-84,Active,TCEQ
483550029,"0168, 0170, 0195 ",CORPUS CHRISTI,14,Corpus Christi Hillcrest,1802 Nueces Bay Blvd (Citgo Refinery Co),Corpus Christi,,27.8075444,-97.419258,6.0m,14,R,696668,3098814,176,1-Nov-94,Active,TCEQ
483550032,"0098, 0149, 0155 ",CORPUS CHRISTI,14,Corpus Christi Huisache,3810 Huisache Street,Corpus Christi,,27.8045054,-97.4315816,6.0m,14,R,696668,3098814,106,6-Aug-97,Active,TCEQ
483550034,"0199, 0635 ",CORPUS CHRISTI,14,Dona Park,5707 Up River Rd,Corpus Christi,,27.8118166,-97.4657031,6.0m,14,R,696668,3098814,271,31-Jan-01,Active,TCEQ
483550035,634,CORPUS CHRISTI,14,Oak Park,842 Erwin Street,Corpus Christi,,27.798889,-97.433889,12.0m,14,R,696668,3098814,55,2-Dec-04,Active,UTCEER
483550036,629,CORPUS CHRISTI,14,Port Grain Elevator,2001B East Navigation Blvd,Corpus Christi,,27.8175,-97.4197222,12.0m,14,R,696668,3098814,11,1-Dec-04,Active,UTCEER
483550037,630,CORPUS CHRISTI,14,J.I Hailey,2702B East Navigation Blvd,Corpus Christi,,27.8244444,-97.4325,12.0m,14,R,696668,3098814,11,30-Nov-04,Active,UTCEER
483550039,632,CORPUS CHRISTI,14,FHR Easement,8401B Up River Road,Corpus Christi,,27.8272222,-97.5288889,12.0m,14,R,598325,3097605,11,29-Nov-04,Active,UTCEER
483550041,633,CORPUS CHRISTI,14,Solar Estates,9122 Leopard St,Corpus Christi,,27.8291667,-97.5436111,12.0m,14,R,598325,3097605,57,1-Dec-04,Active,UTCEER
483550083,83,CORPUS CHRISTI,14,Corpus Christi Palm,1511 Palm Drive,Corpus Christi,78407,27.8028877,-97.4198783,6.0m,14,R,696668,3098814,55,18-May-10,Active,TCEQ
483550660,660,CORPUS CHRISTI,14,Holly Road,4801 Holly Road,Corpus Christi,,27.703056,-97.3875,3.0m,14,R,696668,3098814,8,18-Jan-06,Active,City of Corpus Christi
483550664,664,CORPUS CHRISTI,14,Violet,3515 FM 1694,Robstown,,27.757778,-97.619444,3.0m,14,R,598325,3097605,8,12-Jan-06,Active,City of Corpus Christi
483551024,1024,CORPUS CHRISTI,14,Williams Park,2518 Dempsey Rd,Corpus Christi,,27.8038056,-97.4137626,6.0m,14,R,696668,3098814,7,8-Aug-05,Active,TCEQ
483611001,"0009, 0141 ",BEAUMONT,10,West Orange,2700 Austin Ave,West Orange,,30.0852629,-93.7613411,,15,R,403550,3319206,11,1-Jan-74,Active,TCEQ
483611100,"0311, 0642, 0665 ",BEAUMONT,10,SETRPC 42 Mauriceville,Intersection of TX Hwys 62 & 12,Port Arthur,,30.1945576,-93.8672365,6.0m,15,R,403550,3319206,81,1-Apr-01,Active,South East Texas Regional Planning Commission
483631502,1502,DALLAS/FORT WORTH,4,Mineral Wells 23rd Street,2000 NE 23rd Street,Mineral Wells,76067,32.818671,-98.091641,,14,S,593418,3651731,86,21-Aug-13,Active,North Texas Commission
483670081,76,DALLAS/FORT WORTH,4,Parker County,3033 New Authon Rd,Weatherford,,32.8687727,-97.9059308,347.0m,14,S,593418,3651731,8,26-Jul-00,Active,TCEQ
483671506,1506,DALLAS/FORT WORTH,4,Weatherford Highway 180,2253 Fort Worth Hwy,Weatherford,76087,32.758655,-97.730285,,14,S,593418,3651731,93,13-Oct-13,Active,North Texas Commission
483750024,,AMARILLO,1,Amarillo SH 136,7100 State Highway 136,Amarillo,79108,35.2802728,-101.7156402,,14,S,226202,3877157,3,25-Apr-10,Active,TCEQ
483750320,320,AMARILLO,1,Amarillo A&M,6500 Amarillo Blvd West,Amarillo,79106,35.2015922,-101.9092746,1122.0m,14,S,226202,3877157,1,12-Apr-05,Active,TCEQ
483751025,1025,AMARILLO,1,Amarillo 24th Avenue,4205 NE 24th Avenue,Amarillo,79108,35.236736,-101.787405,1116.0m,14,S,226202,3877157,8,16-Oct-13,Active,TCEQ
483970001,69,DALLAS/FORT WORTH,4,Rockwall Heath,100 E Heath St,Rockwall,,32.936523,-96.4592108,,15,S,219700,3655286,8,8-Aug-00,Active,TCEQ
484090659,659,CORPUS CHRISTI,14,Aransas Pass,527 Ransom Rd,Aransas Pass,,27.886667,-97.148611,0m,14,R,696668,3098814,8,22-Jan-06,Active,City of Corpus Christi
484090685,685,CORPUS CHRISTI,14,Ingleside,San Patricio Municipal Water off Hwy 361,Aransas Pass,,27.901667,-97.249167,6.0m,14,R,696668,3098814,8,29-Jun-07,Active,City of Corpus Christi
484090686,686,CORPUS CHRISTI,14,Odem-SEP,San Patricio Municipal Water NW of Corpus,Odem,,27.924722,-97.538056,2.0m,14,R,598325,3097605,8,11-Dec-06,Active,City of Corpus Christi
484090687,687,CORPUS CHRISTI,14,Taft-SEP,San Patricio Municipal Water Dist Pumping Station,Taft,,27.923333,-97.408611,2.0m,14,R,696668,3098814,8,7-May-07,Active,City of Corpus Christi
484230007,82,TYLER,5,Tyler Airport Relocated,14790 County Road 1145,Tyler,,32.3440079,-95.4157515,,15,S,311072,3542183,13,25-May-00,Active,TCEQ
484390075,75,DALLAS/FORT WORTH,4,Eagle Mountain Lake,14290 Morris Dido Newark Rd,Eagle Mountain,,32.9878908,-97.4771754,,14,S,686847,3653064,61,6-Jun-00,Active,TCEQ
484391002,13,DALLAS/FORT WORTH,4,Fort Worth Northwest,3317 Ross Ave,Fort Worth,,32.8058183,-97.3565675,,14,S,686847,3653064,171,1-Jan-75,Active,TCEQ
484391006,310,DALLAS/FORT WORTH,4,Haws Athletic Center,600 1/2 Congress St,Fort Worth,,32.7591432,-97.3423337,165.0m,14,S,686847,3653064,8,1-Apr-01,Active,TCEQ
484391009,1009,DALLAS/FORT WORTH,4,Everman Johnson Park,633 Everman Parkway,Everman,76140,32.621136,-97.290353,204.0m,14,S,686847,3653064,57,28-Jun-11,Active,North Texas Commission
484391018,1018,DALLAS/FORT WORTH,4,Arlington UT Campus,1101 S. Pecan St.,Arlington,,32.726111,-97.108333,177.0m,14,S,686847,3653064,57,20-Sep-12,Active,North Texas Commission
484391062,1062,DALLAS/FORT WORTH,4,Kennedale Treepoint Drive,5419 Treepoint Drive,Arlington,76017,32.658889,-97.200278,197.0m,14,S,686847,3653064,57,29-Jun-12,Active,North Texas Commission
484391065,1065,DALLAS/FORT WORTH,4,Fort Worth Joe B. Rushing Road,2525 Joe B. Rushing Road,Fort Worth,,32.6724056,-97.2911778,,14,S,686847,3653064,57,17-Sep-13,Active,North Texas Commission
484391503,1503,DALLAS/FORT WORTH,4,Fort Worth Benbrook Lake,7001 Lakeside Drive,Fort Worth,76123,32.646711,-97.442658,,14,S,686847,3653064,57,1-Oct-13,Active,North Texas Commission
484392003,17,DALLAS/FORT WORTH,4,Keller,FAA Site off Alta Vista Road,Fort Worth,,32.9224736,-97.282088,,14,S,686847,3653064,97,11-Feb-81,Active,TCEQ
484393009,"0070, 0182 ",DALLAS/FORT WORTH,4,Grapevine Fairway,4100 Fairway Dr,Grapevine,,32.9842596,-97.0637211,165.0m,14,S,686847,3653064,99,4-Aug-00,Active,TCEQ
484393010,,DALLAS/FORT WORTH,4,Stage Coach,8900 West Freeway,White Settlement,,32.7392,-97.47033,251.0m,14,S,686847,3653064,1,1-Jan-02,Active,City of Fort Worth Health Department
484393011,61,DALLAS/FORT WORTH,4,Arlington Municipal Airport,5504 South Collins Street,Arlington,,32.6563574,-97.0885849,183.0m,14,S,686847,3653064,12,17-Jan-02,Active,TCEQ
484395007,5007,DALLAS/FORT WORTH,4,Arlington Airport KGKY,Arlington Municipal Airport,Arlington,,32.663889,-97.095833,183.0m,14,S,686847,3653064,13,22-Jan-03,Active,National Weather Service
484411509,1509,ABILENE,3,Abilene North 3rd Street,TBD,Abilene,,32.451011,-99.729799,,14,S,405543,3540873,93,18-Dec-13,Active,North Texas Commission
484415015,5015,ABILENE,3,Abilene KABI,Abilene Regional Airport,Abilene,,32.411389,-99.681944,549.0m,14,S,405543,3540873,13,1-Aug-05,Active,National Weather Service
484515016,5016,SAN ANGELO,8,San Angelo KSJT,San Angelo Regional Airport/Mathis Field,San Angelo,,31.357778,-100.496389,579.0m,14,R,404532,3430031,13,2-Sep-05,Active,National Weather Service
484530014,3,AUSTIN,11,Austin Northwest,3724 North Hills Dr,Austin,,30.3544356,-97.7602554,232.0m,14,R,596450,3319206,12,1-Jan-79,Active,TCEQ
484530020,38,AUSTIN,11,Austin Audubon Society,12200 Lime Creek Rd,Leander,,30.4831681,-97.8723005,,14,R,596450,3319206,17,28-Feb-97,Active,TCEQ
484530021,171,AUSTIN,11,Austin Webberville Rd,2600B Webberville Rd,Austin,,30.2632079,-97.7128831,152.0m,14,R,596450,3319206,99,29-Sep-99,Active,TCEQ
484530326,326,AUSTIN,11,Zavala Elementary,310 Robert T Martinez Jr Street,Austin,,30.2583319,-97.7203007,,14,R,596450,3319206,7,18-Feb-09,Active,TCEQ
484531026,1026,AUSTIN,11,Austin 5th Street,2001 East 5th Street,Austin,78702,30.259506,-97.7209,146.0m,14,R,596450,3319206,7,4-Sep-14,Active,TCEQ
484531068,1068,AUSTIN,11,Austin North Interstate 35,8912 N IH 35 SVRD SB,Austin,78753,30.35386,-97.69166,205.0m,14,R,596450,3319206,9,16-Apr-14,Active,TCEQ
484531603,1603,AUSTIN,11,Gorzycki Middle School,7412 Slaughter Lane,Austin,78749,30.216397,97.893744,298.4m,47,R,403550,3319206,6,16-Apr-14,Active,Capitol Area Council of Governments
484535001,"5001, 5002 ",AUSTIN,11,Camp Mabry KATT,Camp Mabry,Austin,,30.3136111,-97.7613889,183.0m,14,R,596450,3319206,13,15-Sep-98,Active,National Weather Service
484535003,5003,AUSTIN,11,Austin Bergstrom KAUS,Austin Bergstrom International Airport,Austin,,30.1944444,-97.67,152.0m,14,R,596450,3319206,13,17-Jun-04,Active,National Weather Service
484655017,5017,LAREDO,16,Del Rio KDRT,Del Rio International Airport,Del Rio,,29.372778,-100.925833,299.0m,14,R,305179,3209635,13,1-Aug-05,Active,National Weather Service
484690003,87,CORPUS CHRISTI,14,Victoria,106 Mockingbird Lane,Victoria,,28.8361697,-97.0055298,,14,R,694821,3209635,8,1-Apr-89,Active,TCEQ
484690609,609,CORPUS CHRISTI,14,Inez,559 FM 444 South,Inez,77968,28.89962,-96.78513,,14,R,694821,3209635,10,9-Jul-10,Active,City of Victoria
484715012,5012,HOUSTON,12,Huntsville KUTS,Huntsville Municipal Airport,Huntsville,,30.755278,-95.587222,104.0m,15,R,213540,3433467,13,1-Aug-05,Active,National Weather Service
484790016,"0044, 0144 ",LAREDO,16,Laredo Vidaurri,2020 Vidaurri Ave,Laredo,78040,27.5174485,-99.5152185,98.0m,14,R,401675,3097605,15,15-Feb-96,Active,TCEQ
484790017,"0066, 0173 ",LAREDO,16,Laredo Bridge,700 Zaragosa St,Laredo,,27.5018255,-99.5029843,98.0m,14,R,401675,3097605,92,21-Sep-99,Active,TCEQ
484790313,313,LAREDO,16,World Trade Bridge,Mines Road 11601 FM 1472,Laredo,,27.599444,-99.533333,146.0m,14,R,401675,3097605,1,13-Aug-02,Active,TCEQ
484851508,1508,ABILENE,3,Wichita Falls MWSU,MWSU grounds,Wichita Falls,,33.849304,-98.506096,,14,S,500000,3762156,93,19-Dec-13,Active,North Texas Commission
484910690,690,AUSTIN,11,CAPCOG Lake Georgetown,500 Lake Overlook Drive,Georgetown,78628,30.6664421,-97.734579,250.0m,14,R,595468,3430031,7,20-Sep-07,Active,Capitol Area Council of Governments
484916602,6602,AUSTIN,11,CAPCOG Hutto College Street,200 College Street,Hutto,78634,30.54589,-97.54237,253.0m,14,R,595468,3430031,7,18-May-11,Active,Capitol Area Council of Governments
484931038,1038,SAN ANTONIO,13,Floresville Hospital Boulevard,1404 Hospital Blvd,Floresville,78114,29.130675,-98.14806,122.0m,14,R,597403,3208398,58,18-Jul-13,Active,TCEQ
484970088,88,DALLAS/FORT WORTH,4,Decatur Thompson,301 E Thompson Street,Decatur,76234,33.221721,-97.584445,327.0m,14,S,593418,3651731,57,6-Oct-10,Active,North Texas Commission
484971064,1064,DALLAS/FORT WORTH,4,Rhome Seven Hills Road,639 CR 4651,Rhome,76078,33.044028,-97.486618,246.0m,14,S,686847,3653064,57,12-Nov-12,Active,North Texas Commission
800060003,,,,Zenco,Carretera Pan Americana - Zenith Corp,Ciudad-Juarez,,31.638056,-106.443056,1172.0m,13,S,405543,3540873,,4-Jun-90,Active,SEMARNAP
800060004,661,,,CD Juarez Advance,Calle El Cid,Ciudad-Juarez,,31.689722,-106.459722,1173.0m,13,S,405543,3540873,10,4-Jun-90,Active,SEMARNAP
800060005,,,,Benito Juarez Police Station,Jose Ma Morelos Y Paron,Cuidad Juarez,,31.654,-106.3545,1119.8m,13,S,405543,3540873,1,1-Jul-10,Active,EPA/OAQPS/MQAG
800060006,662,,,CD Juarez 20 30 Club,Calle Jose Borunda,Ciudad-Juarez,,31.735556,-106.459722,1133.0m,13,S,405543,3540873,10,22-Jul-96,Active,SEMARNAP
800060007,663,,,CD Juarez Delphi,Avenida De La Industria,Ciudad-Juarez,,31.712222,-106.395278,1123.0m,13,S,405543,3540873,10,28-Feb-95,Active,SEMARNAP
800060011,,,,Ninez Mexicana Juarez,Boulevard Zaragoza,Cuidad Juarez,,31.66127,-106.4542,1187.0m,13,S,405543,3540873,1,12-Aug-10,Active,El Paso City-County Health Department
